scenario,method,method_label,mean,std,min,max,n,success_count
wavy_circle,ours,Ours (cascade),0.44999548232244424,0.2857133209483249,0.21470857921963651,0.9399876449618562,5,0
wavy_circle,kf,Whole KF,0.533216980836502,0.12468322880548124,0.33166920219605656,0.6391118555871562,5,0
wavy_circle,lkf,LKF incr,1.9704017860316374,0.6615565399676572,1.2082412916327727,2.5089142245717295,5,0
wavy_circle,vis,Vis fixed R/t,1.0501150739175407,0.21788261730266853,0.7486218302228453,1.2930570954850669,5,0
sin_accel_straight,ours,Ours (cascade),0.24280881421925224,0.12204974376227302,0.08691100369364739,0.38953673934228605,5,0
sin_accel_straight,kf,Whole KF,0.2674833583686797,0.15767837651441455,0.1606747453095249,0.5437657946483424,5,0
sin_accel_straight,lkf,LKF incr,0.6297231686804206,0.32632506777923936,0.3741080119495161,1.1932246948536946,5,0
sin_accel_straight,vis,Vis fixed R/t,0.48184087577180235,0.0997640123533865,0.30763353277118594,0.5525309719966599,5,0
