-2.649181,-4.240500,5.000000,-0.808021,0.334693,-0.185545,0.447945
-2.857807,-4.102797,5.000000,-0.818966,0.339227,-0.177121,0.427607
-3.059289,-3.954839,5.000000,-0.829399,0.343548,-0.168585,0.407001
-3.253126,-3.796995,5.000000,-0.839314,0.347655,-0.159945,0.386141
-3.438831,-3.629662,5.000000,-0.848704,0.351545,-0.151204,0.365040
-3.615941,-3.453255,5.000000,-0.857564,0.355215,-0.142370,0.343710
-3.784012,-3.268218,5.000000,-0.865888,0.358663,-0.133446,0.322166
-3.942626,-3.075012,5.000000,-0.873671,0.361886,-0.124438,0.300421
-4.091386,-2.874120,5.000000,-0.880908,0.364884,-0.115353,0.278487
-4.229919,-2.666044,5.000000,-0.887594,0.367653,-0.106196,0.256380
-4.357879,-2.451304,5.000000,-0.893725,0.370193,-0.096972,0.234112
-4.474947,-2.230437,5.000000,-0.899298,0.372502,-0.087688,0.211698
-4.580830,-2.003996,5.000000,-0.904309,0.374577,-0.078349,0.189152
-4.675263,-1.772545,5.000000,-0.908755,0.376419,-0.068961,0.166487
-4.758010,-1.536664,5.000000,-0.912633,0.378025,-0.059530,0.143719
-4.828865,-1.296943,5.000000,-0.915940,0.379395,-0.050062,0.120860
-4.887651,-1.053979,5.000000,-0.918675,0.380528,-0.040563,0.097927
-4.934219,-0.808381,5.000000,-0.920836,0.381423,-0.031038,0.074932
-4.968455,-0.560763,5.000000,-0.922421,0.382079,-0.021493,0.051890
-4.990272,-0.311743,5.000000,-0.923430,0.382497,-0.011936,0.028815
-4.999616,-0.061943,5.000000,-0.923862,0.382676,-0.002371,0.005723
-4.996464,0.188011,5.000000,-0.923716,0.382616,0.007196,-0.017373
-4.980823,0.437495,5.000000,-0.922993,0.382316,0.016758,-0.040458
-4.952733,0.685886,5.000000,-0.921693,0.381778,0.026310,-0.063518
-4.912263,0.932562,5.000000,-0.919818,0.381001,0.035845,-0.086538
-4.859515,1.176907,5.000000,-0.917367,0.379986,0.045358,-0.109504
-4.794621,1.418311,5.000000,-0.914343,0.378733,0.054843,-0.132402
-4.717743,1.656170,5.000000,-0.910748,0.377244,0.064293,-0.155216
-4.629073,1.889889,5.000000,-0.906583,0.375519,0.073703,-0.177934
-4.528833,2.118884,5.000000,-0.901852,0.373559,0.083067,-0.200541
-4.417273,2.342583,5.000000,-0.896557,0.371366,0.092379,-0.223022
-4.294672,2.560427,5.000000,-0.890702,0.368941,0.101633,-0.245364
-4.161337,2.771872,5.000000,-0.884290,0.366285,0.110824,-0.267553
-4.017601,2.976388,5.000000,-0.877326,0.363400,0.119945,-0.289574
-3.863822,3.173464,5.000000,-0.869813,0.360288,0.128992,-0.311414
-3.700387,3.362609,5.000000,-0.861757,0.356951,0.137958,-0.333060
-3.527702,3.543349,5.000000,-0.853162,0.353391,0.146838,-0.354498
-3.346199,3.715232,5.000000,-0.844034,0.349610,0.155626,-0.375714
-3.156333,3.877829,5.000000,-0.834378,0.345611,0.164316,-0.396695
-2.958578,4.030734,5.000000,-0.824201,0.341395,0.172904,-0.417428
-2.753428,4.173564,5.000000,-0.813509,0.336966,0.181384,-0.437901
-2.541395,4.305962,5.000000,-0.802308,0.332327,0.189751,-0.458099
-2.323011,4.427598,5.000000,-0.790606,0.327480,0.197999,-0.478012
-2.098820,4.538166,5.000000,-0.778410,0.322428,0.206123,-0.497626
-1.869383,4.637392,5.000000,-0.765727,0.317175,0.214119,-0.516928
-1.635274,4.725027,5.000000,-0.752566,0.311723,0.221980,-0.535908
-1.397077,4.800851,5.000000,-0.738935,0.306077,0.229703,-0.554553
-1.155389,4.864676,5.000000,-0.724842,0.300239,0.237283,-0.572851
-0.910813,4.916342,5.000000,-0.710295,0.294214,0.244714,-0.590791
-0.663960,4.955720,5.000000,-0.695305,0.288005,0.251992,-0.608362
-0.415447,4.982710,5.000000,-0.679880,0.281616,0.259112,-0.625553
-0.165896,4.997247,5.000000,-0.664031,0.275051,0.266071,-0.642352
0.084070,4.999293,5.000000,-0.647766,0.268314,0.272863,-0.658751
0.333825,4.988844,5.000000,-0.631097,0.261409,0.279485,-0.674737
0.582746,4.965925,5.000000,-0.614033,0.254341,0.285933,-0.690302
0.830211,4.930593,5.000000,-0.596585,0.247114,0.292201,-0.705436
1.075600,4.882938,5.000000,-0.578765,0.239732,0.298287,-0.720128
1.318301,4.823078,5.000000,-0.560582,0.232201,0.304186,-0.734371
1.557707,4.751163,5.000000,-0.542050,0.224524,0.309896,-0.748155
1.793219,4.667372,5.000000,-0.523179,0.216708,0.315411,-0.761471
2.024250,4.571916,5.000000,-0.503980,0.208755,0.320730,-0.774311
2.250220,4.465032,5.000000,-0.484467,0.200673,0.325848,-0.786667
2.470567,4.346987,5.000000,-0.464651,0.192465,0.330763,-0.798532
2.684738,4.218078,5.000000,-0.444545,0.184136,0.335470,-0.809897
2.892199,4.078626,5.000000,-0.424160,0.175693,0.339968,-0.820757
