97.904000,0.177873,2.423332
97.916000,0.177873,2.423332
97.932000,0.177873,2.423332
97.948000,0.192685,2.414377
97.964000,0.172698,2.414377
97.976000,0.172698,2.414377
97.992000,0.176750,2.405271
98.008000,0.178549,2.403138
98.024000,0.178549,2.403138
98.036000,0.178549,2.403138
98.052000,0.173574,2.387808
98.068000,0.173574,2.387808
98.084000,0.173574,2.387808
98.096000,0.178997,2.371142
98.112000,0.180683,2.368017
98.128000,0.173919,2.368017
98.144000,0.173033,2.352038
98.156000,0.173033,2.352038
98.172000,0.173033,2.352038
98.188000,0.173033,2.352038
98.204000,0.171665,2.327179
98.216000,0.171665,2.327179
98.232000,0.171665,2.327179
98.248000,0.172995,2.300444
98.264000,0.172995,2.300444
98.276000,0.172995,2.300444
98.292000,0.174412,2.286105
98.308000,0.173467,2.281319
98.324000,0.173467,2.281319
98.336000,0.173467,2.281319
98.352000,0.170594,2.255955
98.368000,0.180514,2.255955
98.384000,0.180514,2.255955
98.396000,0.170162,2.225688
98.412000,0.169073,2.220013
98.428000,0.169073,2.220013
98.444000,0.172786,2.189860
98.456000,0.183180,2.212207
98.472000,0.183180,2.212207
98.488000,0.183180,2.212207
98.504000,0.163390,2.163154
98.516000,0.163390,2.163154
98.532000,0.168934,2.133844
98.548000,0.163211,2.120414
98.564000,0.163211,2.120414
98.576000,0.163211,2.120414
98.592000,0.153648,2.093606
98.608000,0.174853,2.093606
98.624000,0.174853,2.093606
98.636000,0.149688,2.042958
98.652000,0.146874,2.033844
98.668000,0.146874,2.033844
98.684000,0.158885,2.015853
98.696000,0.156803,2.012896
98.712000,0.156803,2.012896
98.728000,0.156803,2.012896
98.744000,0.135322,1.964728
98.756000,0.135322,1.964728
98.772000,0.158509,1.964728
98.788000,0.144653,1.943636
98.804000,0.140278,1.935881
98.816000,0.140278,1.935881
98.832000,0.140278,1.935881
98.848000,0.131305,1.872761
98.864000,0.131305,1.872761
98.876000,0.131305,1.872761
98.892000,0.119377,1.852488
98.908000,0.119377,1.852488
98.924000,0.153578,1.852488
98.936000,0.127717,1.819650
98.952000,0.122567,1.812056
98.968000,0.122567,1.812056
98.984000,0.104468,1.779834
98.996000,0.106189,1.785124
99.012000,0.139237,1.785124
99.028000,0.139237,1.785124
99.044000,0.095853,1.725254
99.060000,0.095853,1.725254
99.072000,0.095853,1.725254
99.088000,0.108622,1.704205
99.104000,0.102666,1.696889
99.116000,0.102666,1.696889
99.132000,0.102666,1.696889
99.148000,0.080052,1.652149
99.164000,0.102420,1.652149
99.180000,0.102420,1.652149
99.192000,0.081766,1.629051
99.208000,0.077851,1.622458
99.224000,0.077851,1.622458
99.236000,0.077851,1.622458
99.252000,0.081029,1.589317
99.268000,0.081029,1.589317
99.284000,0.081029,1.589317
99.296000,0.064642,1.558724
99.312000,0.065314,1.552988
99.328000,0.081902,1.552988
99.344000,0.064694,1.535608
99.356000,0.061643,1.530146
99.372000,0.061643,1.530146
99.388000,0.061643,1.530146
99.404000,0.061990,1.503490
99.416000,0.061990,1.503490
99.432000,0.061990,1.503490
99.448000,0.062260,1.476719
99.464000,0.062260,1.476719
99.476000,0.062260,1.476719
99.492000,0.062890,1.476719
99.508000,0.055914,1.456079
99.524000,0.055914,1.456079
99.536000,0.055914,1.456079
99.552000,0.071544,1.444163
99.568000,0.052789,1.443651
99.584000,0.052789,1.443651
99.596000,0.052789,1.443651
99.612000,0.068374,1.421785
99.628000,0.068374,1.421785
99.644000,0.055669,1.421785
99.656000,0.052225,1.411320
99.672000,0.052225,1.411320
99.688000,0.052225,1.411320
99.704000,0.082713,1.392091
99.716000,0.089745,1.389054
99.732000,0.053586,1.389054
99.748000,0.053586,1.389054
99.764000,0.066176,1.378972
99.776000,0.071729,1.376099
99.792000,0.071729,1.376099
99.808000,0.063123,1.361006
99.824000,0.063123,1.361006
99.836000,0.063123,1.361006
99.852000,0.063123,1.361006
99.868000,0.107024,1.341908
99.884000,0.066825,1.341908
99.896000,0.066825,1.341908
99.912000,0.089604,1.329116
99.928000,0.089604,1.329116
99.944000,0.089604,1.329116
99.956000,0.112012,1.319042
99.972000,0.074234,1.317944
99.988000,0.074234,1.317944
100.004000,0.101720,1.301640
100.016000,0.108201,1.298592
100.032000,0.108201,1.298592
100.048000,0.077604,1.298592
100.064000,0.098959,1.280369
