126.524000,0.708469
126.540000,0.705992
126.556000,0.705992
126.572000,0.705992
126.584000,0.703351
126.600000,0.689570
126.616000,0.689570
126.632000,0.685546
126.644000,0.685546
126.660000,0.685546
126.676000,0.673843
126.692000,0.668225
126.704000,0.668225
126.720000,0.668225
126.736000,0.663650
126.752000,0.651171
126.764000,0.651171
126.780000,0.646814
126.796000,0.645806
126.812000,0.645806
126.824000,0.645806
126.840000,0.637704
126.856000,0.633162
126.872000,0.633162
126.884000,0.633162
126.900000,0.621965
126.916000,0.606784
126.936000,0.606784
126.944000,0.606784
126.960000,0.602833
126.976000,0.602833
126.992000,0.592501
127.004000,0.585542
127.020000,0.585542
127.036000,0.585542
127.052000,0.582494
127.064000,0.582494
127.080000,0.569996
127.096000,0.566019
127.112000,0.567513
127.124000,0.567513
127.140000,0.567513
127.156000,0.548869
127.172000,0.548571
127.184000,0.548571
127.200000,0.548571
127.216000,0.547682
127.232000,0.533517
127.244000,0.533517
127.260000,0.531586
127.276000,0.532136
127.292000,0.532136
127.304000,0.535155
127.320000,0.516747
127.336000,0.516747
127.352000,0.517958
127.364000,0.519923
127.380000,0.519923
127.396000,0.503817
127.412000,0.505159
127.424000,0.505205
127.440000,0.505205
127.456000,0.505205
127.472000,0.495735
127.484000,0.495735
127.500000,0.495735
127.516000,0.501265
127.532000,0.501265
127.544000,0.501265
127.560000,0.484776
127.576000,0.487912
127.592000,0.487912
127.604000,0.487912
127.620000,0.494648
127.636000,0.473145
127.652000,0.473145
127.664000,0.489708
127.680000,0.489708
127.696000,0.489708
127.712000,0.468850
127.724000,0.468850
127.740000,0.468850
127.756000,0.481680
127.772000,0.488111
127.784000,0.488111
127.800000,0.462715
127.816000,0.468264
127.832000,0.470925
127.844000,0.470925
127.860000,0.470925
127.876000,0.468330
127.892000,0.468330
127.904000,0.468330
127.920000,0.479047
127.936000,0.479047
127.952000,0.452641
127.964000,0.466891
127.980000,0.466891
127.996000,0.466891
128.012000,0.477623
128.024000,0.478175
128.040000,0.450366
128.056000,0.450366
128.072000,0.475086
128.084000,0.475086
128.100000,0.475086
128.116000,0.452246
128.132000,0.455096
128.144000,0.455096
128.160000,0.455096
128.176000,0.471812
128.192000,0.442601
128.204000,0.442601
128.220000,0.453725
128.236000,0.453725
128.252000,0.453725
128.264000,0.472080
128.280000,0.443671
128.296000,0.443671
128.312000,0.443671
128.324000,0.451878
128.340000,0.451878
128.356000,0.424355
128.372000,0.434928
128.384000,0.434928
128.400000,0.434928
128.416000,0.442990
128.432000,0.416613
128.444000,0.416613
128.460000,0.416613
128.476000,0.431069
128.492000,0.431069
128.504000,0.431069
128.520000,0.406869
128.536000,0.406869
128.552000,0.406869
128.564000,0.414062
128.580000,0.416223
128.596000,0.388573
128.612000,0.391248
128.624000,0.394104
128.640000,0.394104
128.656000,0.394104
128.672000,0.373667
128.684000,0.373667
128.700000,0.373667
128.716000,0.376053
128.732000,0.376053
128.744000,0.376053
128.760000,0.352387
128.776000,0.353087
128.792000,0.353087
128.804000,0.353087
128.820000,0.355481
128.836000,0.330960
128.852000,0.330960
128.864000,0.332065
128.880000,0.333195
128.896000,0.333195
128.912000,0.309141
128.924000,0.308832
128.940000,0.308832
128.956000,0.308832
128.972000,0.310195
128.984000,0.310195
129.000000,0.288276
129.016000,0.285383
129.032000,0.285715
129.044000,0.285715
129.060000,0.285715
129.076000,0.262761
129.092000,0.262761
129.104000,0.262761
129.120000,0.261676
129.136000,0.262213
129.152000,0.241775
129.164000,0.241775
129.180000,0.237852
129.196000,0.237852
129.212000,0.237852
129.228000,0.217537
129.240000,0.216005
129.256000,0.216005
129.272000,0.211830
129.284000,0.211682
129.300000,0.211682
129.316000,0.200683
129.332000,0.188353
129.344000,0.188353
129.360000,0.188353
129.376000,0.187513
129.392000,0.172412
129.404000,0.172412
129.420000,0.172412
129.440000,0.165137
129.452000,0.165137
129.464000,0.165137
129.480000,0.148995
129.496000,0.146535
129.512000,0.146535
129.524000,0.146535
129.540000,0.145534
129.556000,0.131942
129.572000,0.131942
129.584000,0.125970
129.600000,0.125970
129.616000,0.125970
129.632000,0.109467
129.644000,0.109467
129.660000,0.109467
129.676000,0.109467
129.692000,0.108377
129.704000,0.108377
129.720000,0.103678
129.736000,0.092434
